plan_id,production_date,line_id,model_id,shift,planned_quantity
P002483,2026-06-05,L002,M003,白班,86
P002484,2026-06-05,L002,M003,夜班,73
P002485,2026-06-05,L003,M003,白班,74
P002486,2026-06-05,L003,M003,夜班,80
P002487,2026-06-05,L004,M002,白班,66
P002488,2026-06-05,L004,M002,夜班,71
P002489,2026-06-05,L005,M005,白班,58
P002490,2026-06-05,L005,M006,夜班,63
P002491,2026-06-05,L006,M006,白班,55
P002492,2026-06-05,L006,M005,夜班,50
P002493,2026-06-05,L007,M008,白班,46
P002494,2026-06-05,L007,M007,夜班,46
P002495,2026-06-05,L008,M001,白班,84
P002496,2026-06-05,L008,M004,夜班,71
P002497,2026-06-06,L001,M001,白班,83
P002498,2026-06-06,L001,M002,夜班,75
P002499,2026-06-06,L002,M003,白班,78
P002500,2026-06-06,L002,M003,夜班,66
P002501,2026-06-06,L003,M004,白班,64
P002502,2026-06-06,L003,M003,夜班,82
P002503,2026-06-06,L004,M001,白班,54
P002504,2026-06-06,L004,M002,夜班,64
P002505,2026-06-06,L005,M005,白班,57
P002506,2026-06-06,L005,M006,夜班,54
P002507,2026-06-06,L006,M005,白班,44
P002508,2026-06-06,L006,M006,夜班,47
P002509,2026-06-06,L007,M007,白班,40
P002510,2026-06-06,L007,M007,夜班,40
P002511,2026-06-06,L008,M003,白班,64
P002512,2026-06-06,L008,M007,夜班,63
P002513,2026-06-07,L001,M001,白班,66
P002514,2026-06-07,L001,M001,夜班,68
P002515,2026-06-07,L002,M004,白班,53
P002516,2026-06-07,L002,M004,夜班,52
P002517,2026-06-07,L003,M003,白班,51
P002518,2026-06-07,L003,M003,夜班,56
P002519,2026-06-07,L004,M002,白班,44
P002520,2026-06-07,L004,M002,夜班,44
P002521,2026-06-07,L005,M006,白班,41
P002522,2026-06-07,L005,M006,夜班,37
P002523,2026-06-07,L006,M005,白班,42
P002524,2026-06-07,L006,M006,夜班,40
P002525,2026-06-07,L007,M008,白班,36
P002526,2026-06-07,L007,M008,夜班,32
P002527,2026-06-07,L008,M003,白班,59
P002528,2026-06-07,L008,M003,夜班,56
P002529,2026-06-08,L001,M001,白班,84
P002530,2026-06-08,L001,M001,夜班,97
P002531,2026-06-08,L002,M003,白班,86
P002532,2026-06-08,L002,M004,夜班,82
P002533,2026-06-08,L003,M003,白班,90
P002534,2026-06-08,L003,M003,夜班,73
P002535,2026-06-08,L004,M002,白班,63
P002536,2026-06-08,L004,M001,夜班,69
P002537,2026-06-08,L005,M005,白班,63
P002538,2026-06-08,L005,M006,夜班,63
P002539,2026-06-08,L006,M006,白班,50
P002540,2026-06-08,L006,M006,夜班,55
P002541,2026-06-08,L007,M007,白班,45
P002542,2026-06-08,L007,M007,夜班,46
P002543,2026-06-08,L008,M004,白班,71
P002544,2026-06-08,L008,M002,夜班,83
P002545,2026-06-09,L001,M002,白班,94
P002546,2026-06-09,L001,M002,夜班,89
P002547,2026-06-09,L002,M003,白班,82
P002548,2026-06-09,L002,M004,夜班,85
P002549,2026-06-09,L003,M004,白班,81
P002550,2026-06-09,L003,M003,夜班,71
P002551,2026-06-09,L004,M001,白班,74
P002552,2026-06-09,L004,M002,夜班,75
P002553,2026-06-09,L005,M006,白班,55
P002554,2026-06-09,L005,M005,夜班,52
P002555,2026-06-09,L006,M005,白班,55
P002556,2026-06-09,L006,M006,夜班,52
P002557,2026-06-09,L007,M008,白班,43
P002558,2026-06-09,L007,M007,夜班,44
P002559,2026-06-09,L008,M008,白班,85
P002560,2026-06-09,L008,M008,夜班,81
P002561,2026-06-10,L001,M002,白班,93
P002562,2026-06-10,L001,M002,夜班,81
P002563,2026-06-10,L002,M003,白班,74
P002564,2026-06-10,L002,M004,夜班,71
P002565,2026-06-10,L003,M003,白班,83
P002566,2026-06-10,L003,M003,夜班,74
P002567,2026-06-10,L004,M002,白班,74
P002568,2026-06-10,L004,M001,夜班,61
P002569,2026-06-10,L005,M006,白班,52
P002570,2026-06-10,L005,M006,夜班,54
P002571,2026-06-10,L006,M006,白班,48
P002572,2026-06-10,L006,M006,夜班,51
P002573,2026-06-10,L007,M008,白班,52
P002574,2026-06-10,L007,M007,夜班,44
P002575,2026-06-10,L008,M004,白班,84
P002576,2026-06-10,L008,M003,夜班,74
P002577,2026-06-11,L001,M002,白班,96
P002578,2026-06-11,L001,M001,夜班,78
P002579,2026-06-11,L002,M003,白班,85
P002580,2026-06-11,L002,M004,夜班,86
P002581,2026-06-11,L003,M004,白班,67
P002582,2026-06-11,L003,M003,夜班,87
P002583,2026-06-11,L004,M001,白班,75
P002584,2026-06-11,L004,M002,夜班,68
P002585,2026-06-11,L005,M005,白班,53
P002586,2026-06-11,L005,M005,夜班,59
P002587,2026-06-11,L006,M006,白班,55
P002588,2026-06-11,L006,M005,夜班,53
P002589,2026-06-11,L007,M007,白班,49
P002590,2026-06-11,L007,M007,夜班,52
P002591,2026-06-11,L008,M007,白班,74
P002592,2026-06-11,L008,M007,夜班,74
P002593,2026-06-12,L001,M001,白班,90
P002594,2026-06-12,L001,M001,夜班,91
P002595,2026-06-12,L002,M003,白班,87
P002596,2026-06-12,L002,M003,夜班,69
P002597,2026-06-12,L003,M003,白班,73
P002598,2026-06-12,L003,M003,夜班,77
P002599,2026-06-12,L004,M001,白班,73
P002600,2026-06-12,L004,M001,夜班,61
P002601,2026-06-12,L005,M006,白班,56
P002602,2026-06-12,L005,M006,夜班,61
P002603,2026-06-12,L006,M005,白班,59
P002604,2026-06-12,L006,M005,夜班,61
P002605,2026-06-12,L007,M007,白班,55
P002606,2026-06-12,L007,M007,夜班,44
P002607,2026-06-12,L008,M008,白班,84
P002608,2026-06-12,L008,M007,夜班,77
P002609,2026-06-13,L001,M001,白班,84
P002610,2026-06-13,L001,M001,夜班,79
P002611,2026-06-13,L002,M003,白班,70
P002612,2026-06-13,L002,M004,夜班,70
P002613,2026-06-13,L003,M003,白班,60
P002614,2026-06-13,L003,M004,夜班,71
P002615,2026-06-13,L004,M002,白班,63
P002616,2026-06-13,L004,M001,夜班,56
P002617,2026-06-13,L005,M006,白班,56
P002618,2026-06-13,L005,M006,夜班,56
P002619,2026-06-13,L006,M006,白班,45
P002620,2026-06-13,L006,M005,夜班,45
P002621,2026-06-13,L007,M007,白班,42
P002622,2026-06-13,L007,M007,夜班,41
P002623,2026-06-13,L008,M006,白班,77
P002624,2026-06-13,L008,M005,夜班,63
P002625,2026-06-14,L001,M002,白班,63
P002626,2026-06-14,L001,M001,夜班,64
P002627,2026-06-14,L002,M003,白班,51
P002628,2026-06-14,L002,M003,夜班,67
P002629,2026-06-14,L003,M003,白班,63
P002630,2026-06-14,L003,M003,夜班,55
P002631,2026-06-14,L004,M002,白班,51
P002632,2026-06-14,L004,M002,夜班,48
P002633,2026-06-14,L005,M006,白班,41
P002634,2026-06-14,L005,M006,夜班,41
P002635,2026-06-14,L006,M006,白班,35
P002636,2026-06-14,L006,M005,夜班,40
P002637,2026-06-14,L007,M008,白班,32
P002638,2026-06-14,L007,M007,夜班,35
P002639,2026-06-14,L008,M005,白班,57
P002640,2026-06-14,L008,M001,夜班,55
P002641,2026-06-15,L001,M001,白班,81
P002642,2026-06-15,L001,M001,夜班,86
P002643,2026-06-15,L002,M004,白班,83
P002644,2026-06-15,L002,M003,夜班,96
P002645,2026-06-15,L003,M004,白班,82
P002646,2026-06-15,L003,M004,夜班,72
P002647,2026-06-15,L004,M001,白班,60
P002648,2026-06-15,L004,M001,夜班,62
P002649,2026-06-15,L005,M005,白班,51
P002650,2026-06-15,L005,M005,夜班,52
P002651,2026-06-15,L006,M006,白班,56
P002652,2026-06-15,L006,M006,夜班,60
P002653,2026-06-15,L007,M008,白班,46
P002654,2026-06-15,L007,M007,夜班,44
P002655,2026-06-15,L008,M006,白班,78
P002656,2026-06-15,L008,M005,夜班,82
P002657,2026-06-16,L001,M001,白班,78
P002658,2026-06-16,L001,M002,夜班,89
P002659,2026-06-16,L002,M003,白班,70
P002660,2026-06-16,L002,M003,夜班,92
P002661,2026-06-16,L003,M003,白班,75
P002662,2026-06-16,L003,M003,夜班,91
P002663,2026-06-16,L004,M001,白班,63
P002664,2026-06-16,L004,M002,夜班,69
P002665,2026-06-16,L005,M005,白班,57
P002666,2026-06-16,L005,M006,夜班,57
P002667,2026-06-16,L006,M005,白班,61
P002668,2026-06-16,L006,M006,夜班,56
P002669,2026-06-16,L007,M008,白班,50
P002670,2026-06-16,L007,M007,夜班,46
P002671,2026-06-16,L008,M001,白班,69
P002672,2026-06-16,L008,M003,夜班,71
P002673,2026-06-17,L001,M002,白班,92
P002674,2026-06-17,L001,M001,夜班,85
P002675,2026-06-17,L002,M003,白班,78
P002676,2026-06-17,L002,M003,夜班,95
P002677,2026-06-17,L003,M003,白班,75
P002678,2026-06-17,L003,M003,夜班,82
P002679,2026-06-17,L004,M002,白班,72
P002680,2026-06-17,L004,M001,夜班,60
P002681,2026-06-17,L005,M006,白班,55
P002682,2026-06-17,L005,M005,夜班,57
P002683,2026-06-17,L006,M006,白班,59
P002684,2026-06-17,L006,M005,夜班,54
P002685,2026-06-17,L007,M007,白班,46
P002686,2026-06-17,L007,M007,夜班,49
P002687,2026-06-17,L008,M007,白班,80
P002688,2026-06-17,L008,M006,夜班,71
P002689,2026-06-18,L001,M001,白班,94
P002690,2026-06-18,L001,M002,夜班,81
P002691,2026-06-18,L002,M004,白班,71
P002692,2026-06-18,L002,M004,夜班,81
P002693,2026-06-18,L003,M003,白班,85
P002694,2026-06-18,L003,M003,夜班,78
P002695,2026-06-18,L004,M001,白班,64
P002696,2026-06-18,L004,M001,夜班,64
P002697,2026-06-18,L005,M005,白班,50
P002698,2026-06-18,L005,M005,夜班,51
P002699,2026-06-18,L006,M005,白班,60
P002700,2026-06-18,L006,M006,夜班,60
P002701,2026-06-18,L007,M007,白班,46
P002702,2026-06-18,L007,M008,夜班,44
P002703,2026-06-18,L008,M001,白班,81
P002704,2026-06-18,L008,M004,夜班,83
P002705,2026-06-19,L001,M002,白班,81
P002706,2026-06-19,L001,M001,夜班,89
P002707,2026-06-19,L002,M003,白班,81
P002708,2026-06-19,L002,M003,夜班,86
P002709,2026-06-19,L003,M003,白班,91
P002710,2026-06-19,L003,M003,夜班,90
P002711,2026-06-19,L004,M002,白班,60
P002712,2026-06-19,L004,M001,夜班,64
P002713,2026-06-19,L005,M005,白班,58
P002714,2026-06-19,L005,M005,夜班,63
P002715,2026-06-19,L006,M005,白班,56
P002716,2026-06-19,L006,M006,夜班,60
P002717,2026-06-19,L007,M007,白班,47
P002718,2026-06-19,L007,M007,夜班,52
P002719,2026-06-19,L008,M008,白班,75
P002720,2026-06-19,L008,M007,夜班,81
P002721,2026-06-20,L001,M002,白班,86
P002722,2026-06-20,L001,M001,夜班,71
P002723,2026-06-20,L002,M003,白班,84
P002724,2026-06-20,L002,M003,夜班,81
P002725,2026-06-20,L003,M003,白班,70
P002726,2026-06-20,L003,M003,夜班,66
P002727,2026-06-20,L004,M002,白班,59
P002728,2026-06-20,L004,M002,夜班,64
P002729,2026-06-20,L005,M006,白班,57
P002730,2026-06-20,L005,M005,夜班,55
P002731,2026-06-20,L006,M005,白班,45
P002732,2026-06-20,L006,M006,夜班,51
P002733,2026-06-20,L007,M007,白班,40
P002734,2026-06-20,L007,M007,夜班,43
P002735,2026-06-20,L008,M004,白班,75
P002736,2026-06-20,L008,M007,夜班,65
P002737,2026-06-21,L001,M002,白班,59
P002738,2026-06-21,L001,M001,夜班,66
P002739,2026-06-21,L002,M004,白班,58
P002740,2026-06-21,L002,M004,夜班,50
P002741,2026-06-21,L003,M003,白班,56
P002742,2026-06-21,L003,M003,夜班,58
P002743,2026-06-21,L004,M002,白班,46
P002744,2026-06-21,L004,M002,夜班,46
P002745,2026-06-21,L005,M006,白班,36
P002746,2026-06-21,L005,M006,夜班,40
P002747,2026-06-21,L006,M005,白班,34
P002748,2026-06-21,L006,M006,夜班,40
P002749,2026-06-21,L007,M008,白班,34
P002750,2026-06-21,L007,M008,夜班,34
P002751,2026-06-21,L008,M007,白班,49
P002752,2026-06-21,L008,M002,夜班,61
P002753,2026-06-22,L001,M002,白班,86
P002754,2026-06-22,L001,M001,夜班,80
P002755,2026-06-22,L002,M004,白班,85
P002756,2026-06-22,L002,M004,夜班,76
P002757,2026-06-22,L003,M004,白班,69
P002758,2026-06-22,L003,M003,夜班,84
P002759,2026-06-22,L004,M002,白班,61
P002760,2026-06-22,L004,M002,夜班,68
P002761,2026-06-22,L005,M005,白班,51
P002762,2026-06-22,L005,M006,夜班,63
P002763,2026-06-22,L006,M005,白班,52
P002764,2026-06-22,L006,M005,夜班,53
P002765,2026-06-22,L007,M007,白班,52
P002766,2026-06-22,L007,M007,夜班,53
P002767,2026-06-22,L008,M002,白班,74
P002768,2026-06-22,L008,M001,夜班,76
P002769,2026-06-23,L001,M002,白班,84
P002770,2026-06-23,L001,M001,夜班,87
P002771,2026-06-23,L002,M003,白班,81
P002772,2026-06-23,L002,M003,夜班,87
P002773,2026-06-23,L003,M004,白班,72
P002774,2026-06-23,L003,M003,夜班,86
P002775,2026-06-23,L004,M001,白班,74
P002776,2026-06-23,L004,M001,夜班,64
P002777,2026-06-23,L005,M006,白班,61
P002778,2026-06-23,L005,M006,夜班,64
P002779,2026-06-23,L006,M005,白班,48
P002780,2026-06-23,L006,M005,夜班,50
P002781,2026-06-23,L007,M007,白班,46
P002782,2026-06-23,L007,M007,夜班,52
P002783,2026-06-23,L008,M006,白班,72
P002784,2026-06-23,L008,M002,夜班,75
P002785,2026-06-24,L001,M001,白班,94
P002786,2026-06-24,L001,M001,夜班,79
P002787,2026-06-24,L002,M003,白班,81
P002788,2026-06-24,L002,M004,夜班,82
P002789,2026-06-24,L003,M004,白班,80
P002790,2026-06-24,L003,M003,夜班,72
P002791,2026-06-24,L004,M001,白班,73
P002792,2026-06-24,L004,M002,夜班,76
P002793,2026-06-24,L005,M005,白班,55
P002794,2026-06-24,L005,M006,夜班,62
P002795,2026-06-24,L006,M006,白班,55
P002796,2026-06-24,L006,M005,夜班,55
P002797,2026-06-24,L007,M008,白班,54
P002798,2026-06-24,L007,M007,夜班,53
P002799,2026-06-24,L008,M008,白班,69
P002800,2026-06-24,L008,M001,夜班,83
P002801,2026-06-25,L001,M001,白班,88
P002802,2026-06-25,L001,M001,夜班,89
P002803,2026-06-25,L002,M003,白班,81
P002804,2026-06-25,L002,M003,夜班,83
P002805,2026-06-25,L003,M004,白班,81
P002806,2026-06-25,L003,M003,夜班,80
P002807,2026-06-25,L004,M002,白班,70
P002808,2026-06-25,L004,M002,夜班,65
P002809,2026-06-25,L005,M005,白班,52
P002810,2026-06-25,L005,M006,夜班,55
P002811,2026-06-25,L006,M006,白班,51
P002812,2026-06-25,L006,M006,夜班,54
P002813,2026-06-25,L007,M007,白班,50
P002814,2026-06-25,L007,M008,夜班,51
P002815,2026-06-25,L008,M005,白班,68
P002816,2026-06-25,L008,M005,夜班,85
P002817,2026-06-26,L001,M002,白班,84
P002818,2026-06-26,L001,M002,夜班,95
P002819,2026-06-26,L002,M003,白班,68
P002820,2026-06-26,L002,M003,夜班,81
P002821,2026-06-26,L003,M003,白班,82
P002822,2026-06-26,L003,M003,夜班,82
P002823,2026-06-26,L004,M002,白班,62
P002824,2026-06-26,L004,M002,夜班,75
P002825,2026-06-26,L005,M005,白班,57
P002826,2026-06-26,L005,M006,夜班,58
P002827,2026-06-26,L006,M006,白班,53
P002828,2026-06-26,L006,M005,夜班,60
P002829,2026-06-26,L007,M008,白班,51
P002830,2026-06-26,L007,M007,夜班,45
P002831,2026-06-26,L008,M004,白班,83
P002832,2026-06-26,L008,M006,夜班,78
P002833,2026-06-27,L001,M002,白班,86
P002834,2026-06-27,L001,M001,夜班,74
P002835,2026-06-27,L002,M003,白班,72
P002836,2026-06-27,L002,M004,夜班,74
P002837,2026-06-27,L003,M003,白班,69
P002838,2026-06-27,L003,M003,夜班,58
P002839,2026-06-27,L004,M002,白班,54
P002840,2026-06-27,L004,M002,夜班,65
P002841,2026-06-27,L005,M005,白班,45
P002842,2026-06-27,L005,M006,夜班,54
P002843,2026-06-27,L006,M006,白班,50
P002844,2026-06-27,L006,M005,夜班,51
P002845,2026-06-27,L007,M007,白班,41
P002846,2026-06-27,L007,M008,夜班,46
P002847,2026-06-27,L008,M004,白班,78
P002848,2026-06-27,L008,M008,夜班,73
P002849,2026-06-28,L001,M001,白班,60
P002850,2026-06-28,L001,M001,夜班,60
P002851,2026-06-28,L002,M003,白班,55
P002852,2026-06-28,L002,M003,夜班,57
P002853,2026-06-28,L003,M004,白班,47
P002854,2026-06-28,L003,M003,夜班,57
P002855,2026-06-28,L004,M001,白班,51
P002856,2026-06-28,L004,M001,夜班,52
P002857,2026-06-28,L005,M005,白班,44
P002858,2026-06-28,L005,M006,夜班,41
P002859,2026-06-28,L006,M005,白班,37
P002860,2026-06-28,L006,M005,夜班,43
P002861,2026-06-28,L007,M007,白班,35
P002862,2026-06-28,L007,M008,夜班,32
P002863,2026-06-28,L008,M001,白班,52
P002864,2026-06-28,L008,M005,夜班,54
P002865,2026-06-29,L001,M001,白班,93
P002866,2026-06-29,L001,M001,夜班,83
P002867,2026-06-29,L002,M003,白班,97
P002868,2026-06-29,L002,M004,夜班,77
P002869,2026-06-29,L003,M003,白班,73
P002870,2026-06-29,L003,M003,夜班,86
P002871,2026-06-29,L004,M001,白班,75
P002872,2026-06-29,L004,M002,夜班,72
P002873,2026-06-29,L005,M005,白班,57
P002874,2026-06-29,L005,M005,夜班,64
P002875,2026-06-29,L006,M005,白班,56
P002876,2026-06-29,L006,M006,夜班,58
P002877,2026-06-29,L007,M007,白班,54
P002878,2026-06-29,L007,M008,夜班,54
P002879,2026-06-29,L008,M005,白班,69
P002880,2026-06-29,L008,M005,夜班,81
P002881,2026-06-30,L001,M001,白班,92
P002882,2026-06-30,L001,M001,夜班,98
P002883,2026-06-30,L002,M004,白班,75
P002884,2026-06-30,L002,M004,夜班,68
P002885,2026-06-30,L003,M004,白班,74
P002886,2026-06-30,L003,M004,夜班,74
P002887,2026-06-30,L004,M002,白班,61
P002888,2026-06-30,L004,M001,夜班,72
P002889,2026-06-30,L005,M005,白班,60
P002890,2026-06-30,L005,M006,夜班,60
P002891,2026-06-30,L006,M005,白班,53
P002892,2026-06-30,L006,M006,夜班,60
P002893,2026-06-30,L007,M007,白班,45
P002894,2026-06-30,L007,M007,夜班,54
P002895,2026-06-30,L008,M003,白班,83
P002896,2026-06-30,L008,M005,夜班,78
