actual_id,plan_id,production_date,line_id,model_id,shift,actual_quantity,working_hours,downtime_minutes,achievement_rate
A001579,P001579,2026-04-09,L006,M005,白班,61,8,21,1.0167
A001580,P001580,2026-04-09,L006,M005,夜班,49,8,18,1.0
A001581,P001581,2026-04-09,L007,M008,白班,49,8,17,0.9423
A001582,P001582,2026-04-09,L007,M007,夜班,45,8,0,0.9184
A001583,P001583,2026-04-09,L008,M005,白班,77,8,14,0.9167
A001584,P001584,2026-04-09,L008,M002,夜班,71,8,32,1.0
A001585,P001585,2026-04-10,L001,M001,白班,86,8,18,0.9149
A001586,P001586,2026-04-10,L001,M001,夜班,83,8,35,0.9222
A001587,P001587,2026-04-10,L002,M004,白班,65,8,0,0.942
A001588,P001588,2026-04-10,L002,M003,夜班,68,8,17,0.9714
A001589,P001589,2026-04-10,L003,M004,白班,78,8,9,1.013
A001590,P001590,2026-04-10,L003,M004,夜班,65,8,44,0.8904
A001591,P001591,2026-04-10,L004,M001,白班,64,8,14,1.0159
A001592,P001592,2026-04-10,L004,M001,夜班,59,8,25,0.9219
A001593,P001593,2026-04-10,L005,M006,白班,60,8,50,0.9375
A001594,P001594,2026-04-10,L005,M005,夜班,52,8,31,0.8966
A001595,P001595,2026-04-10,L006,M006,白班,51,8,30,1.0
A001596,P001596,2026-04-10,L006,M005,夜班,55,8,20,1.0
A001597,P001597,2026-04-10,L007,M007,白班,49,8,9,0.9423
A001598,P001598,2026-04-10,L007,M007,夜班,54,8,28,0.9818
A001599,P001599,2026-04-10,L008,M008,白班,70,8,31,0.9211
A001600,P001600,2026-04-10,L008,M001,夜班,77,8,41,0.9747
A001601,P001601,2026-04-11,L001,M002,白班,66,8,43,0.9429
A001602,P001602,2026-04-11,L001,M001,夜班,82,8,14,0.9535
A001603,P001603,2026-04-11,L002,M003,白班,74,8,14,0.9737
A001604,P001604,2026-04-11,L002,M004,夜班,65,8,14,0.942
A001605,P001605,2026-04-11,L003,M004,白班,55,8,24,0.9483
A001606,P001606,2026-04-11,L003,M003,夜班,50,8,56,0.7937
A001607,P001607,2026-04-11,L004,M001,白班,67,8,9,1.0152
A001608,P001608,2026-04-11,L004,M001,夜班,62,8,31,1.0
A001609,P001609,2026-04-11,L005,M005,白班,49,8,29,0.9245
A001610,P001610,2026-04-11,L005,M006,夜班,43,8,39,0.9149
A001611,P001611,2026-04-11,L006,M005,白班,46,8,9,1.0222
A001612,P001612,2026-04-11,L006,M005,夜班,51,8,19,0.9623
A001613,P001613,2026-04-11,L007,M007,白班,43,8,28,1.0
A001614,P001614,2026-04-11,L007,M008,夜班,42,8,16,1.0
A001615,P001615,2026-04-11,L008,M008,白班,73,8,8,1.0139
A001616,P001616,2026-04-11,L008,M001,夜班,69,8,31,0.9324
A001617,P001617,2026-04-12,L001,M001,白班,61,8,23,0.9531
A001618,P001618,2026-04-12,L001,M001,夜班,63,8,17,0.9403
A001619,P001619,2026-04-12,L002,M004,白班,58,8,38,0.9831
A001620,P001620,2026-04-12,L002,M004,夜班,50,8,35,0.9804
A001621,P001621,2026-04-12,L003,M004,白班,46,8,13,1.0
A001622,P001622,2026-04-12,L003,M004,夜班,52,8,46,0.9286
A001623,P001623,2026-04-12,L004,M001,白班,45,8,37,0.9375
A001624,P001624,2026-04-12,L004,M002,夜班,49,8,23,1.0208
A001625,P001625,2026-04-12,L005,M005,白班,33,8,45,0.8919
A001626,P001626,2026-04-12,L005,M005,夜班,37,8,71,0.8605
A001627,P001627,2026-04-12,L006,M005,白班,40,8,7,0.9524
A001628,P001628,2026-04-12,L006,M006,夜班,35,8,28,1.0
A001629,P001629,2026-04-12,L007,M008,白班,37,8,23,1.0
A001630,P001630,2026-04-12,L007,M007,夜班,34,8,0,1.0
A001631,P001631,2026-04-12,L008,M002,白班,60,8,3,1.0169
A001632,P001632,2026-04-12,L008,M008,夜班,55,8,27,0.9649
A001633,P001633,2026-04-13,L001,M001,白班,77,8,34,0.9506
A001634,P001634,2026-04-13,L001,M002,夜班,85,8,10,0.9659
A001635,P001635,2026-04-13,L002,M004,白班,81,8,32,0.9419
A001636,P001636,2026-04-13,L002,M004,夜班,85,8,0,0.977
A001637,P001637,2026-04-13,L003,M004,白班,65,8,0,0.942
A001638,P001638,2026-04-13,L003,M004,夜班,68,8,55,0.8831
A001639,P001639,2026-04-13,L004,M002,白班,62,8,17,0.9254
A001640,P001640,2026-04-13,L004,M002,夜班,72,8,15,0.9863
A001641,P001641,2026-04-13,L005,M005,白班,49,8,40,0.8596
A001642,P001642,2026-04-13,L005,M006,夜班,52,8,42,0.9123
A001643,P001643,2026-04-13,L006,M005,白班,56,8,19,0.9825
A001644,P001644,2026-04-13,L006,M006,夜班,53,8,4,0.9815
A001645,P001645,2026-04-13,L007,M008,白班,45,8,16,1.0
A001646,P001646,2026-04-13,L007,M007,夜班,51,8,40,0.9623
A001647,P001647,2026-04-13,L008,M008,白班,66,8,58,0.9167
A001648,P001648,2026-04-13,L008,M005,夜班,86,8,13,1.0
A001649,P001649,2026-04-14,L001,M001,白班,83,8,17,0.9432
A001650,P001650,2026-04-14,L001,M002,夜班,75,8,26,0.9494
A001651,P001651,2026-04-14,L002,M004,白班,69,8,34,1.0
A001652,P001652,2026-04-14,L002,M004,夜班,66,8,7,0.9565
A001653,P001653,2026-04-14,L003,M003,白班,71,8,45,1.0
A001654,P001654,2026-04-14,L003,M003,夜班,63,8,43,0.84
A001655,P001655,2026-04-14,L004,M001,白班,66,8,24,0.9565
A001656,P001656,2026-04-14,L004,M001,夜班,62,8,20,1.0164
A001657,P001657,2026-04-14,L005,M005,白班,46,8,37,0.902
A001658,P001658,2026-04-14,L005,M006,夜班,55,8,64,0.873
A001659,P001659,2026-04-14,L006,M005,白班,52,8,11,1.0196
A001660,P001660,2026-04-14,L006,M006,夜班,51,8,28,0.9808
A001661,P001661,2026-04-14,L007,M007,白班,47,8,35,0.94
A001662,P001662,2026-04-14,L007,M007,夜班,46,8,18,0.9583
A001663,P001663,2026-04-14,L008,M003,白班,68,8,7,0.9315
A001664,P001664,2026-04-14,L008,M007,夜班,83,8,37,0.9881
A001665,P001665,2026-04-15,L001,M002,白班,78,8,8,1.0
A001666,P001666,2026-04-15,L001,M001,夜班,91,8,16,1.0
A001667,P001667,2026-04-15,L002,M004,白班,74,8,35,0.9867
A001668,P001668,2026-04-15,L002,M003,夜班,67,8,10,0.9306
A001669,P001669,2026-04-15,L003,M004,白班,60,8,26,0.9375
A001670,P001670,2026-04-15,L003,M003,夜班,57,8,51,0.8261
A001671,P001671,2026-04-15,L004,M001,白班,68,8,26,0.9855
A001672,P001672,2026-04-15,L004,M002,夜班,62,8,4,1.0164
A001673,P001673,2026-04-15,L005,M005,白班,50,8,42,0.8929
A001674,P001674,2026-04-15,L005,M005,夜班,48,8,57,0.8421
A001675,P001675,2026-04-15,L006,M005,白班,57,8,13,0.9828
A001676,P001676,2026-04-15,L006,M005,夜班,58,8,25,1.0
A001677,P001677,2026-04-15,L007,M008,白班,50,8,40,0.9615
A001678,P001678,2026-04-15,L007,M007,夜班,49,8,45,0.9608
A001679,P001679,2026-04-15,L008,M001,白班,84,8,14,1.0
A001680,P001680,2026-04-15,L008,M004,夜班,74,8,25,0.925
A001681,P001681,2026-04-16,L001,M001,白班,95,8,37,0.9794
A001682,P001682,2026-04-16,L001,M001,夜班,99,8,0,1.0102
A001683,P001683,2026-04-16,L002,M004,白班,69,8,41,0.9079
A001684,P001684,2026-04-16,L002,M004,夜班,74,8,17,1.0278
A001685,P001685,2026-04-16,L003,M003,白班,72,8,24,1.0
A001686,P001686,2026-04-16,L003,M003,夜班,61,8,58,0.8714
A001687,P001687,2026-04-16,L004,M001,白班,72,8,9,0.9474
A001688,P001688,2026-04-16,L004,M002,夜班,60,8,25,0.9524
A001689,P001689,2026-04-16,L005,M006,白班,50,8,69,0.8621
A001690,P001690,2026-04-16,L005,M006,夜班,49,8,51,0.875
A001691,P001691,2026-04-16,L006,M006,白班,58,8,31,1.0
A001692,P001692,2026-04-16,L006,M006,夜班,60,8,24,1.0169
A001693,P001693,2026-04-16,L007,M008,白班,47,8,20,0.9592
A001694,P001694,2026-04-16,L007,M008,夜班,47,8,48,1.0
A001695,P001695,2026-04-16,L008,M006,白班,82,8,38,0.9762
A001696,P001696,2026-04-16,L008,M003,夜班,86,8,31,0.9885
A001697,P001697,2026-04-17,L001,M001,白班,75,8,24,0.9615
A001698,P001698,2026-04-17,L001,M001,夜班,74,8,15,0.9367
A001699,P001699,2026-04-17,L002,M004,白班,67,8,26,0.9437
A001700,P001700,2026-04-17,L002,M003,夜班,87,8,4,1.0116
A001701,P001701,2026-04-17,L003,M004,白班,71,8,19,1.0143
A001702,P001702,2026-04-17,L003,M003,夜班,63,8,47,0.84
A001703,P001703,2026-04-17,L004,M001,白班,64,8,13,1.0159
A001704,P001704,2026-04-17,L004,M002,夜班,73,8,26,1.0
A001705,P001705,2026-04-17,L005,M006,白班,44,8,57,0.8462
A001706,P001706,2026-04-17,L005,M006,夜班,52,8,53,0.9123
A001707,P001707,2026-04-17,L006,M006,白班,55,8,39,0.9649
A001708,P001708,2026-04-17,L006,M006,夜班,53,8,14,0.9298
A001709,P001709,2026-04-17,L007,M008,白班,48,8,13,1.0213
A001710,P001710,2026-04-17,L007,M007,夜班,43,8,0,0.9149
A001711,P001711,2026-04-17,L008,M005,白班,80,8,34,0.9877
A001712,P001712,2026-04-17,L008,M004,夜班,70,8,10,0.9589
A001713,P001713,2026-04-18,L001,M002,白班,73,8,20,0.9125
A001714,P001714,2026-04-18,L001,M002,夜班,81,8,0,0.9529
A001715,P001715,2026-04-18,L002,M004,白班,71,8,17,0.9595
A001716,P001716,2026-04-18,L002,M004,夜班,67,8,17,1.0
A001717,P001717,2026-04-18,L003,M003,白班,74,8,23,1.0137
A001718,P001718,2026-04-18,L003,M004,夜班,57,8,73,0.8906
A001719,P001719,2026-04-18,L004,M002,白班,64,8,4,1.0159
A001720,P001720,2026-04-18,L004,M001,夜班,52,8,43,0.9286
A001721,P001721,2026-04-18,L005,M006,白班,43,8,42,0.8431
A001722,P001722,2026-04-18,L005,M006,夜班,41,8,52,0.8542
A001723,P001723,2026-04-18,L006,M005,白班,49,8,0,0.9423
A001724,P001724,2026-04-18,L006,M006,夜班,50,8,21,1.0
A001725,P001725,2026-04-18,L007,M007,白班,43,8,19,0.9556
A001726,P001726,2026-04-18,L007,M007,夜班,42,8,10,0.9333
A001727,P001727,2026-04-18,L008,M002,白班,64,8,18,1.0
A001728,P001728,2026-04-18,L008,M004,夜班,75,8,0,0.9868
A001729,P001729,2026-04-19,L001,M002,白班,52,8,30,0.9123
A001730,P001730,2026-04-19,L001,M002,夜班,51,8,16,0.9107
A001731,P001731,2026-04-19,L002,M003,白班,49,8,4,0.9608
A001732,P001732,2026-04-19,L002,M003,夜班,59,8,23,0.9672
A001733,P001733,2026-04-19,L003,M004,白班,49,8,7,1.0
A001734,P001734,2026-04-19,L003,M004,夜班,40,8,71,0.8163
A001735,P001735,2026-04-19,L004,M001,白班,43,8,38,1.0238
A001736,P001736,2026-04-19,L004,M002,夜班,44,8,18,0.9565
A001737,P001737,2026-04-19,L005,M006,白班,40,8,25,1.0
A001738,P001738,2026-04-19,L005,M006,夜班,38,8,33,0.95
A001739,P001739,2026-04-19,L006,M005,白班,39,8,19,0.9286
A001740,P001740,2026-04-19,L006,M006,夜班,36,8,15,0.9474
A001741,P001741,2026-04-19,L007,M008,白班,29,8,19,0.9355
A001742,P001742,2026-04-19,L007,M007,夜班,29,8,3,0.9062
A001743,P001743,2026-04-19,L008,M002,白班,54,8,20,0.9474
A001744,P001744,2026-04-19,L008,M007,夜班,52,8,26,0.963
A001745,P001745,2026-04-20,L001,M001,白班,80,8,19,0.9756
A001746,P001746,2026-04-20,L001,M002,夜班,81,8,21,0.9878
A001747,P001747,2026-04-20,L002,M004,白班,85,8,10,1.0
A001748,P001748,2026-04-20,L002,M003,夜班,66,8,20,0.9167
A001749,P001749,2026-04-20,L003,M003,白班,59,8,27,0.9219
A001750,P001750,2026-04-20,L003,M003,夜班,70,8,55,0.875
A001751,P001751,2026-04-20,L004,M001,白班,63,8,34,1.0161
A001752,P001752,2026-04-20,L004,M002,夜班,61,8,25,0.9839
A001753,P001753,2026-04-20,L005,M006,白班,61,8,35,1.0167
A001754,P001754,2026-04-20,L005,M005,夜班,59,8,16,0.9833
A001755,P001755,2026-04-20,L006,M006,白班,50,8,28,0.9434
A001756,P001756,2026-04-20,L006,M005,夜班,56,8,5,0.9333
A001757,P001757,2026-04-20,L007,M007,白班,46,8,17,0.92
A001758,P001758,2026-04-20,L007,M008,夜班,43,8,25,0.9348
A001759,P001759,2026-04-20,L008,M001,白班,65,8,13,0.9286
A001760,P001760,2026-04-20,L008,M003,夜班,64,8,15,0.9143
A001761,P001761,2026-04-21,L001,M001,白班,83,8,21,0.954
A001762,P001762,2026-04-21,L001,M002,夜班,85,8,10,0.9551
A001763,P001763,2026-04-21,L002,M004,白班,80,8,28,0.9524
A001764,P001764,2026-04-21,L002,M004,夜班,84,8,12,0.9882
A001765,P001765,2026-04-21,L003,M004,白班,69,8,37,0.9718
A001766,P001766,2026-04-21,L003,M004,夜班,58,8,48,0.7838
A001767,P001767,2026-04-21,L004,M001,白班,56,8,32,0.9492
A001768,P001768,2026-04-21,L004,M002,夜班,63,8,13,0.9403
A001769,P001769,2026-04-21,L005,M005,白班,56,8,17,1.0
A001770,P001770,2026-04-21,L005,M005,夜班,58,8,23,1.0
A001771,P001771,2026-04-21,L006,M006,白班,56,8,16,1.0
A001772,P001772,2026-04-21,L006,M005,夜班,52,8,31,0.9811
A001773,P001773,2026-04-21,L007,M008,白班,47,8,0,0.9216
A001774,P001774,2026-04-21,L007,M007,夜班,55,8,16,1.0
A001775,P001775,2026-04-21,L008,M002,白班,81,8,28,0.9643
A001776,P001776,2026-04-21,L008,M001,夜班,83,8,13,0.9881
A001777,P001777,2026-04-22,L001,M001,白班,80,8,38,0.9412
A001778,P001778,2026-04-22,L001,M002,夜班,82,8,29,0.988
A001779,P001779,2026-04-22,L002,M003,白班,73,8,23,0.9865
A001780,P001780,2026-04-22,L002,M003,夜班,82,8,21,0.9425
A001781,P001781,2026-04-22,L003,M004,白班,71,8,20,1.0
A001782,P001782,2026-04-22,L003,M004,夜班,59,8,27,0.8676
A001783,P001783,2026-04-22,L004,M001,白班,59,8,30,0.9672
A001784,P001784,2026-04-22,L004,M001,夜班,64,8,30,1.0159
A001785,P001785,2026-04-22,L005,M005,白班,53,8,12,0.9298
A001786,P001786,2026-04-22,L005,M005,夜班,54,8,6,0.9818
A001787,P001787,2026-04-22,L006,M005,白班,55,8,0,0.9322
A001788,P001788,2026-04-22,L006,M006,夜班,50,8,16,1.0
A001789,P001789,2026-04-22,L007,M007,白班,49,8,17,0.9245
A001790,P001790,2026-04-22,L007,M008,夜班,42,8,13,0.9333
A001791,P001791,2026-04-22,L008,M008,白班,73,8,18,1.0139
A001792,P001792,2026-04-22,L008,M004,夜班,87,8,12,1.0116
A001793,P001793,2026-04-23,L001,M001,白班,77,8,36,0.9747
A001794,P001794,2026-04-23,L001,M002,夜班,77,8,29,0.9747
A001795,P001795,2026-04-23,L002,M004,白班,68,8,21,0.9189
A001796,P001796,2026-04-23,L002,M003,夜班,81,8,9,0.9759
A001797,P001797,2026-04-23,L003,M003,白班,66,8,34,0.9851
A001798,P001798,2026-04-23,L003,M004,夜班,56,8,53,0.8
A001799,P001799,2026-04-23,L004,M001,白班,73,8,23,0.9865
A001800,P001800,2026-04-23,L004,M001,夜班,61,8,4,1.0
A001801,P001801,2026-04-23,L005,M006,白班,56,8,19,0.918
A001802,P001802,2026-04-23,L005,M005,夜班,58,8,16,1.0
A001803,P001803,2026-04-23,L006,M006,白班,54,8,28,1.0
A001804,P001804,2026-04-23,L006,M006,夜班,54,8,15,1.0189
A001805,P001805,2026-04-23,L007,M007,白班,44,8,33,0.9167
A001806,P001806,2026-04-23,L007,M008,夜班,45,8,18,0.9574
A001807,P001807,2026-04-23,L008,M008,白班,82,8,29,0.9535
A001808,P001808,2026-04-23,L008,M002,夜班,69,8,13,0.9452
A001809,P001809,2026-04-24,L001,M002,白班,76,8,4,0.9268
A001810,P001810,2026-04-24,L001,M002,夜班,88,8,9,1.0
A001811,P001811,2026-04-24,L002,M003,白班,81,8,42,0.931
A001812,P001812,2026-04-24,L002,M003,夜班,80,8,0,0.9302
A001813,P001813,2026-04-24,L003,M003,白班,69,8,22,1.0299
A001814,P001814,2026-04-24,L003,M004,夜班,62,8,58,0.8158
A001815,P001815,2026-04-24,L004,M002,白班,72,8,25,1.0
A001816,P001816,2026-04-24,L004,M002,夜班,68,8,22,0.9714
A001817,P001817,2026-04-24,L005,M006,白班,62,8,38,1.0
A001818,P001818,2026-04-24,L005,M005,夜班,57,8,20,1.0179
A001819,P001819,2026-04-24,L006,M005,白班,52,8,2,0.9455
A001820,P001820,2026-04-24,L006,M005,夜班,54,8,55,0.9818
A001821,P001821,2026-04-24,L007,M007,白班,48,8,20,1.0
A001822,P001822,2026-04-24,L007,M008,夜班,54,8,27,1.0
A001823,P001823,2026-04-24,L008,M004,白班,69,8,26,0.9718
A001824,P001824,2026-04-24,L008,M002,夜班,73,8,10,1.0139
A001825,P001825,2026-04-25,L001,M002,白班,73,8,14,0.9359
A001826,P001826,2026-04-25,L001,M001,夜班,81,8,0,0.9205
A001827,P001827,2026-04-25,L002,M004,白班,73,8,9,1.0
A001828,P001828,2026-04-25,L002,M003,夜班,72,8,19,0.96
A001829,P001829,2026-04-25,L003,M004,白班,67,8,31,0.9306
A001830,P001830,2026-04-25,L003,M004,夜班,61,8,56,0.9104
A001831,P001831,2026-04-25,L004,M001,白班,55,8,30,0.9649
A001832,P001832,2026-04-25,L004,M002,夜班,57,8,20,0.9661
A001833,P001833,2026-04-25,L005,M005,白班,48,8,20,1.0
A001834,P001834,2026-04-25,L005,M005,夜班,48,8,31,1.0213
A001835,P001835,2026-04-25,L006,M005,白班,46,8,17,1.0222
A001836,P001836,2026-04-25,L006,M006,夜班,46,8,27,1.0
A001837,P001837,2026-04-25,L007,M008,白班,45,8,25,0.9574
A001838,P001838,2026-04-25,L007,M008,夜班,46,8,24,0.9583
A001839,P001839,2026-04-25,L008,M008,白班,67,8,30,0.9437
A001840,P001840,2026-04-25,L008,M006,夜班,59,8,2,0.9516
A001841,P001841,2026-04-26,L001,M001,白班,51,8,31,0.9107
A001842,P001842,2026-04-26,L001,M002,夜班,61,8,16,0.9104
A001843,P001843,2026-04-26,L002,M004,白班,56,8,8,0.9492
A001844,P001844,2026-04-26,L002,M003,夜班,56,8,35,1.0
A001845,P001845,2026-04-26,L003,M004,白班,43,8,29,0.9348
A001846,P001846,2026-04-26,L003,M003,夜班,49,8,37,0.9074
A001847,P001847,2026-04-26,L004,M001,白班,43,8,35,0.9149
A001848,P001848,2026-04-26,L004,M002,夜班,48,8,18,0.9412
A001849,P001849,2026-04-26,L005,M005,白班,36,8,23,0.973
A001850,P001850,2026-04-26,L005,M005,夜班,42,8,15,1.0
A001851,P001851,2026-04-26,L006,M005,白班,35,8,20,1.0
A001852,P001852,2026-04-26,L006,M005,夜班,38,8,16,1.027
A001853,P001853,2026-04-26,L007,M007,白班,37,8,21,0.9737
A001854,P001854,2026-04-26,L007,M007,夜班,34,8,25,0.9444
A001855,P001855,2026-04-26,L008,M004,白班,51,8,15,1.0
A001856,P001856,2026-04-26,L008,M001,夜班,57,8,16,0.9828
A001857,P001857,2026-04-27,L001,M002,白班,92,8,8,0.9892
A001858,P001858,2026-04-27,L001,M002,夜班,78,8,18,0.9286
A001859,P001859,2026-04-27,L002,M003,白班,73,8,21,0.9359
A001860,P001860,2026-04-27,L002,M003,夜班,83,8,17,1.0247
A001861,P001861,2026-04-27,L003,M003,白班,67,8,31,0.971
A001862,P001862,2026-04-27,L003,M004,夜班,59,8,48,0.8551
A001863,P001863,2026-04-27,L004,M002,白班,72,8,15,0.96
A001864,P001864,2026-04-27,L004,M002,夜班,61,8,3,0.9531
A001865,P001865,2026-04-27,L005,M005,白班,57,8,4,0.9828
A001866,P001866,2026-04-27,L005,M005,夜班,54,8,27,1.0
A001867,P001867,2026-04-27,L006,M005,白班,53,8,9,0.9298
A001868,P001868,2026-04-27,L006,M005,夜班,50,8,14,0.9259
A001869,P001869,2026-04-27,L007,M008,白班,48,8,0,0.9796
A001870,P001870,2026-04-27,L007,M008,夜班,47,8,4,1.0
A001871,P001871,2026-04-27,L008,M002,白班,65,8,4,0.942
A001872,P001872,2026-04-27,L008,M003,夜班,82,8,0,1.0123
A001873,P001873,2026-04-28,L001,M002,白班,86,8,12,1.0118
A001874,P001874,2026-04-28,L001,M001,夜班,73,8,7,0.9359
A001875,P001875,2026-04-28,L002,M003,白班,87,8,35,1.0116
A001876,P001876,2026-04-28,L002,M004,夜班,74,8,32,1.0278
A001877,P001877,2026-04-28,L003,M003,白班,71,8,14,0.9221
A001878,P001878,2026-04-28,L003,M003,夜班,63,8,47,0.875
A001879,P001879,2026-04-28,L004,M002,白班,74,8,9,0.9867
A001880,P001880,2026-04-28,L004,M001,夜班,70,8,27,0.9333
A001881,P001881,2026-04-28,L005,M005,白班,56,8,16,0.918
A001882,P001882,2026-04-28,L005,M005,夜班,57,8,30,0.9344
A001883,P001883,2026-04-28,L006,M006,白班,51,8,24,0.9273
A001884,P001884,2026-04-28,L006,M006,夜班,53,8,19,0.9815
A001885,P001885,2026-04-28,L007,M007,白班,53,8,24,1.0
A001886,P001886,2026-04-28,L007,M008,夜班,51,8,16,0.9273
A001887,P001887,2026-04-28,L008,M004,白班,71,8,12,0.9861
A001888,P001888,2026-04-28,L008,M007,夜班,78,8,26,0.963
A001889,P001889,2026-04-29,L001,M002,白班,87,8,19,0.9158
A001890,P001890,2026-04-29,L001,M001,夜班,86,8,5,0.9247
A001891,P001891,2026-04-29,L002,M003,白班,83,8,30,1.0247
A001892,P001892,2026-04-29,L002,M003,夜班,82,8,20,0.9535
A001893,P001893,2026-04-29,L003,M003,白班,68,8,33,0.9189
A001894,P001894,2026-04-29,L003,M004,夜班,63,8,69,0.8077
A001895,P001895,2026-04-29,L004,M002,白班,68,8,24,1.0303
A001896,P001896,2026-04-29,L004,M001,夜班,73,8,17,1.0
A001897,P001897,2026-04-29,L005,M005,白班,57,8,18,0.9661
A001898,P001898,2026-04-29,L005,M005,夜班,50,8,7,0.9615
A001899,P001899,2026-04-29,L006,M005,白班,57,8,19,0.95
A001900,P001900,2026-04-29,L006,M005,夜班,57,8,28,0.9344
A001901,P001901,2026-04-29,L007,M007,白班,56,8,12,1.0182
A001902,P001902,2026-04-29,L007,M008,夜班,43,8,26,0.9773
A001903,P001903,2026-04-29,L008,M006,白班,70,8,35,0.9333
A001904,P001904,2026-04-29,L008,M004,夜班,69,8,20,1.0
A001905,P001905,2026-04-30,L001,M002,白班,84,8,24,0.9655
A001906,P001906,2026-04-30,L001,M002,夜班,92,8,25,0.9485
A001907,P001907,2026-04-30,L002,M003,白班,73,8,29,0.9733
A001908,P001908,2026-04-30,L002,M004,夜班,73,8,22,0.9481
A001909,P001909,2026-04-30,L003,M004,白班,79,8,30,1.0128
A001910,P001910,2026-04-30,L003,M003,夜班,66,8,54,0.9296
A001911,P001911,2026-04-30,L004,M002,白班,56,8,17,0.9333
A001912,P001912,2026-04-30,L004,M001,夜班,67,8,34,1.0
A001913,P001913,2026-04-30,L005,M005,白班,57,8,30,1.0
A001914,P001914,2026-04-30,L005,M006,夜班,52,8,24,0.9286
A001915,P001915,2026-04-30,L006,M006,白班,49,8,3,0.9608
A001916,P001916,2026-04-30,L006,M006,夜班,54,8,26,0.9643
A001917,P001917,2026-04-30,L007,M008,白班,52,8,35,0.963
A001918,P001918,2026-04-30,L007,M007,夜班,53,8,32,1.0
A001919,P001919,2026-04-30,L008,M002,白班,75,8,37,0.9146
A001920,P001920,2026-04-30,L008,M001,夜班,75,8,42,0.9868
A001921,P001921,2026-05-01,L001,M002,白班,81,8,23,0.9759
A001922,P001922,2026-05-01,L001,M001,夜班,79,8,27,1.0128
A001923,P001923,2026-05-01,L002,M003,白班,70,8,23,0.9722
A001924,P001924,2026-05-01,L002,M003,夜班,71,8,16,0.9861
A001925,P001925,2026-05-01,L003,M003,白班,64,8,33,0.9697
A001926,P001926,2026-05-01,L003,M003,夜班,54,8,51,0.8182
A001927,P001927,2026-05-01,L004,M002,白班,56,8,13,0.918
A001928,P001928,2026-05-01,L004,M001,夜班,71,8,31,1.0
A001929,P001929,2026-05-01,L005,M006,白班,52,8,31,0.963
A001930,P001930,2026-05-01,L005,M005,夜班,61,8,36,1.0167
A001931,P001931,2026-05-01,L006,M006,白班,47,8,16,1.0
A001932,P001932,2026-05-01,L006,M006,夜班,47,8,9,0.9792
A001933,P001933,2026-05-01,L007,M007,白班,41,8,7,1.0
A001934,P001934,2026-05-01,L007,M007,夜班,40,8,18,0.9524
A001935,P001935,2026-05-01,L008,M002,白班,73,8,22,0.9865
A001936,P001936,2026-05-01,L008,M001,夜班,69,8,32,1.0299
A001937,P001937,2026-05-02,L001,M002,白班,66,8,13,0.9565
A001938,P001938,2026-05-02,L001,M001,夜班,78,8,28,0.9512
A001939,P001939,2026-05-02,L002,M003,白班,73,8,0,0.9865
A001940,P001940,2026-05-02,L002,M003,夜班,59,8,50,0.9365
A001941,P001941,2026-05-02,L003,M004,白班,67,8,11,0.9853
A001942,P001942,2026-05-02,L003,M003,夜班,45,8,55,0.8036
A001943,P001943,2026-05-02,L004,M002,白班,52,8,0,0.963
A001944,P001944,2026-05-02,L004,M001,夜班,56,8,28,0.918
A001945,P001945,2026-05-02,L005,M005,白班,45,8,20,0.9184
A001946,P001946,2026-05-02,L005,M006,夜班,52,8,1,0.963
A001947,P001947,2026-05-02,L006,M005,白班,42,8,11,0.9333
A001948,P001948,2026-05-02,L006,M005,夜班,38,8,0,0.9268
A001949,P001949,2026-05-02,L007,M007,白班,35,8,30,0.9211
A001950,P001950,2026-05-02,L007,M008,夜班,41,8,17,0.9318
A001951,P001951,2026-05-02,L008,M002,白班,55,8,0,0.9483
A001952,P001952,2026-05-02,L008,M005,夜班,68,8,7,0.9315
A001953,P001953,2026-05-03,L001,M002,白班,60,8,13,0.9231
A001954,P001954,2026-05-03,L001,M001,夜班,53,8,16,0.9815
A001955,P001955,2026-05-03,L002,M003,白班,49,8,28,0.9245
A001956,P001956,2026-05-03,L002,M003,夜班,55,8,15,1.0
A001957,P001957,2026-05-03,L003,M003,白班,51,8,29,1.02
A001958,P001958,2026-05-03,L003,M004,夜班,43,8,61,0.8269
A001959,P001959,2026-05-03,L004,M002,白班,49,8,20,1.0
A001960,P001960,2026-05-03,L004,M001,夜班,43,8,21,1.0
A001961,P001961,2026-05-03,L005,M006,白班,37,8,28,0.925
A001962,P001962,2026-05-03,L005,M006,夜班,35,8,27,0.9722
A001963,P001963,2026-05-03,L006,M006,白班,35,8,18,1.0
A001964,P001964,2026-05-03,L006,M006,夜班,37,8,37,0.9737
A001965,P001965,2026-05-03,L007,M008,白班,30,8,18,1.0
A001966,P001966,2026-05-03,L007,M007,夜班,35,8,13,1.0
A001967,P001967,2026-05-03,L008,M002,白班,51,8,36,0.9623
A001968,P001968,2026-05-03,L008,M007,夜班,53,8,15,1.0
A001969,P001969,2026-05-04,L001,M002,白班,88,8,18,0.967
A001970,P001970,2026-05-04,L001,M001,夜班,82,8,14,1.0123
A001971,P001971,2026-05-04,L002,M003,白班,60,8,30,0.9091
A001972,P001972,2026-05-04,L002,M004,夜班,66,8,15,1.0
A001973,P001973,2026-05-04,L003,M003,白班,78,8,37,1.0263
